Identificador;Fecha_reg;Temporada;Año;Mes;Hora;Feriado;Dia laborable;Jornada laboral;Tipo_clima;Temperatura °C;Sensación Termica °C;Humedad;Velocidad de Viento km/h;No registrados;Registrados;Cant_bici_rentadas
6454;1/10/2011;4;0;10;11;0;6;0;3;0.38;0.3939;0.82;0.3284;30;102;132
6455;1/10/2011;4;0;10;12;0;6;0;2;0.4;0.4091;0.82;0.2537;28;130;158
6456;1/10/2011;4;0;10;13;0;6;0;2;0.4;0.4091;0.82;0.3284;27;98;125
6457;1/10/2011;4;0;10;14;0;6;0;2;0.42;0.4242;0.71;0.3582;33;147;180
6458;1/10/2011;4;0;10;15;0;6;0;2;0.42;0.4242;0.71;0.2836;41;154;195
6459;1/10/2011;4;0;10;16;0;6;0;2;0.4;0.4091;0.76;0.2985;58;165;223
6460;1/10/2011;4;0;10;17;0;6;0;3;0.4;0.4091;0.76;0.194;58;170;228
6461;1/10/2011;4;0;10;18;0;6;0;3;0.38;0.3939;0.87;0.2239;23;117;140
6462;1/10/2011;4;0;10;19;0;6;0;2;0.38;0.3939;0.82;0.194;27;99;126
6463;1/10/2011;4;0;10;20;0;6;0;3;0.36;0.3636;0.87;0.1045;8;58;66
6464;1/10/2011;4;0;10;21;0;6;0;3;0.36;0.3636;0.87;0.1045;3;53;56
6465;1/10/2011;4;0;10;22;0;6;0;2;0.36;0.3485;0.93;0.2239;12;58;70
6466;1/10/2011;4;0;10;23;0;6;0;3;0.36;0.3485;0.93;0.2239;8;57;65
6467;2/10/2011;4;0;10;0;0;0;0;3;0.36;0.3333;0.93;0.2985;4;43;47
6468;2/10/2011;4;0;10;1;0;0;0;3;0.34;0.3182;0.87;0.2537;1;23;24
6469;2/10/2011;4;0;10;2;0;0;0;3;0.34;0.303;0.87;0.2985;3;27;30
6470;2/10/2011;4;0;10;3;0;0;0;3;0.34;0.3182;0.87;0.2836;4;5;9
6471;2/10/2011;4;0;10;4;0;0;0;2;0.34;0.3182;0.87;0.2537;4;3;7
6472;2/10/2011;4;0;10;5;0;0;0;1;0.32;0.303;0.87;0.2836;0;7;7
6473;2/10/2011;4;0;10;6;0;0;0;1;0.32;0.3182;0.81;0.1642;2;13;15
6474;2/10/2011;4;0;10;7;0;0;0;1;0.34;0.3333;0.76;0.194;5;24;29
6475;2/10/2011;4;0;10;8;0;0;0;2;0.34;0.3333;0.76;0.194;14;50;64
6476;2/10/2011;4;0;10;9;0;0;0;1;0.36;0.3333;0.76;0.3582;19;96;115
6477;2/10/2011;4;0;10;10;0;0;0;2;0.36;0.3333;0.71;0.2836;60;188;248
6478;2/10/2011;4;0;10;11;0;0;0;2;0.38;0.3939;0.66;0.2537;74;218;292
6479;2/10/2011;4;0;10;12;0;0;0;2;0.4;0.4091;0.62;0.194;78;243;321
6480;2/10/2011;4;0;10;13;0;0;0;3;0.4;0.4091;0.62;0.2239;84;224;308
6481;2/10/2011;4;0;10;14;0;0;0;3;0.36;0.3485;0.81;0.1642;61;195;256
6482;2/10/2011;4;0;10;15;0;0;0;3;0.36;0.3333;0.81;0.2537;29;144;173
6483;2/10/2011;4;0;10;16;0;0;0;3;0.36;0.3485;0.87;0.194;44;162;206
6484;2/10/2011;4;0;10;17;0;0;0;3;0.36;0.3485;0.87;0.1642;32;135;167
6485;2/10/2011;4;0;10;18;0;0;0;2;0.36;0.3485;0.81;0.194;16;158;174
6486;2/10/2011;4;0;10;19;0;0;0;2;0.38;0.3939;0.76;0.1642;34;128;162
6487;2/10/2011;4;0;10;20;0;0;0;2;0.36;0.3333;0.76;0.2537;16;71;87
6488;2/10/2011;4;0;10;21;0;0;0;1;0.36;0.3485;0.71;0.2239;17;71;88
6489;2/10/2011;4;0;10;22;0;0;0;3;0.36;0.3636;0.81;0.0896;9;55;64
6490;2/10/2011;4;0;10;23;0;0;0;1;0.36;0.3636;0.81;0.0896;6;19;25
6491;3/10/2011;4;0;10;0;0;1;1;1;0.34;0.3485;0.87;0.1045;3;13;16
6492;3/10/2011;4;0;10;1;0;1;1;1;0.36;0.3636;0.81;0.0896;1;5;6
6493;3/10/2011;4;0;10;2;0;1;1;1;0.36;0.3636;0.76;0.1045;0;4;4
6494;3/10/2011;4;0;10;3;0;1;1;1;0.36;0.3788;0.81;0;1;6;7
6495;3/10/2011;4;0;10;4;0;1;1;1;0.34;0.3485;0.87;0.1045;2;6;8
6496;3/10/2011;4;0;10;5;0;1;1;2;0.36;0.3636;0.76;0.1045;4;17;21
6497;3/10/2011;4;0;10;6;0;1;1;2;0.36;0.3788;0.71;0;3;91;94
6498;3/10/2011;4;0;10;7;0;1;1;2;0.36;0.3485;0.71;0.1343;8;241;249
6499;3/10/2011;4;0;10;8;0;1;1;2;0.36;0.3636;0.71;0.1045;13;359;372
6500;3/10/2011;4;0;10;9;0;1;1;2;0.4;0.4091;0.66;0.0896;12;141;153
6501;3/10/2011;4;0;10;10;0;1;1;2;0.4;0.4091;0.66;0.1045;19;82;101
6502;3/10/2011;4;0;10;11;0;1;1;2;0.4;0.4091;0.71;0.2239;26;100;126
6503;3/10/2011;4;0;10;12;0;1;1;2;0.4;0.4091;0.71;0.1343;29;118;147
6504;3/10/2011;4;0;10;13;0;1;1;3;0.42;0.4242;0.67;0.1642;16;102;118
6505;3/10/2011;4;0;10;14;0;1;1;3;0.4;0.4091;0.76;0;26;94;120
6506;3/10/2011;4;0;10;15;0;1;1;3;0.4;0.4091;0.76;0;22;79;101
6507;3/10/2011;4;0;10;16;0;1;1;2;0.4;0.4091;0.76;0.1045;16;202;218
6508;3/10/2011;4;0;10;17;0;1;1;2;0.4;0.4091;0.76;0.1642;40;455;495
6509;3/10/2011;4;0;10;18;0;1;1;2;0.4;0.4091;0.76;0.1642;28;384;412
6510;3/10/2011;4;0;10;19;0;1;1;1;0.4;0.4091;0.76;0;15;300;315
6511;3/10/2011;4;0;10;20;0;1;1;3;0.4;0.4091;0.82;0;13;191;204
6512;3/10/2011;4;0;10;21;0;1;1;2;0.4;0.4091;0.82;0;10;128;138
6513;3/10/2011;4;0;10;22;0;1;1;2;0.4;0.4091;0.82;0;12;79;91
6514;3/10/2011;4;0;10;23;0;1;1;2;0.4;0.4091;0.82;0.1045;11;43;54
6515;4/10/2011;4;0;10;0;0;2;1;2;0.4;0.4091;0.87;0.0896;5;22;27
6516;4/10/2011;4;0;10;1;0;2;1;2;0.4;0.4091;0.87;0.1045;1;8;9
6517;4/10/2011;4;0;10;2;0;2;1;2;0.4;0.4091;0.87;0;1;2;3
6518;4/10/2011;4;0;10;3;0;2;1;1;0.4;0.4091;0.82;0.1045;3;3;6
6519;4/10/2011;4;0;10;4;0;2;1;1;0.4;0.4091;0.82;0.0896;3;4;7
6520;4/10/2011;4;0;10;5;0;2;1;1;0.4;0.4091;0.82;0.1343;2;25;27
6521;4/10/2011;4;0;10;6;0;2;1;1;0.4;0.4091;0.82;0.1045;3;109;112
6522;4/10/2011;4;0;10;7;0;2;1;1;0.42;0.4242;0.82;0.2836;11;298;309
6523;4/10/2011;4;0;10;8;0;2;1;1;0.44;0.4394;0.77;0.2239;28;372;400
6524;4/10/2011;4;0;10;9;0;2;1;1;0.46;0.4545;0.67;0.2537;19;168;187
6525;4/10/2011;4;0;10;10;0;2;1;1;0.48;0.4697;0.67;0.2836;19;107;126
6526;4/10/2011;4;0;10;11;0;2;1;1;0.54;0.5152;0.64;0.2836;22;102;124
6527;4/10/2011;4;0;10;12;0;2;1;1;0.56;0.5303;0.56;0.2985;39;160;199
6528;4/10/2011;4;0;10;13;0;2;1;1;0.56;0.5303;0.56;0.2985;20;153;173
6529;4/10/2011;4;0;10;14;0;2;1;1;0.58;0.5455;0.53;0.2537;27;156;183
6530;4/10/2011;4;0;10;15;0;2;1;1;0.58;0.5455;0.56;0.2836;28;166;194
6531;4/10/2011;4;0;10;16;0;2;1;1;0.58;0.5455;0.56;0.3284;36;273;309
6532;4/10/2011;4;0;10;17;0;2;1;1;0.56;0.5303;0.6;0.3881;55;530;585
6533;4/10/2011;4;0;10;18;0;2;1;1;0.54;0.5152;0.64;0.2836;68;456;524
6534;4/10/2011;4;0;10;19;0;2;1;1;0.52;0.5;0.68;0.2239;35;310;345
6535;4/10/2011;4;0;10;20;0;2;1;1;0.52;0.5;0.68;0.2239;25;236;261
6536;4/10/2011;4;0;10;21;0;2;1;1;0.5;0.4848;0.72;0.1343;22;144;166
6537;4/10/2011;4;0;10;22;0;2;1;1;0.5;0.4848;0.72;0.1343;8;106;114
6538;4/10/2011;4;0;10;23;0;2;1;1;0.48;0.4697;0.77;0.1343;6;60;66
6539;5/10/2011;4;0;10;0;0;3;1;1;0.48;0.4697;0.77;0.1343;7;36;43
6540;5/10/2011;4;0;10;1;0;3;1;1;0.48;0.4697;0.77;0.1642;4;7;11
6541;5/10/2011;4;0;10;2;0;3;1;1;0.46;0.4545;0.82;0.1642;1;2;3
6542;5/10/2011;4;0;10;3;0;3;1;1;0.46;0.4545;0.82;0.1045;1;5;6
6543;5/10/2011;4;0;10;4;0;3;1;1;0.44;0.4394;0.88;0;1;4;5
6544;5/10/2011;4;0;10;5;0;3;1;1;0.44;0.4394;0.82;0.1343;3;29;32
6545;5/10/2011;4;0;10;6;0;3;1;1;0.44;0.4394;0.82;0.1045;5;112;117
6546;5/10/2011;4;0;10;7;0;3;1;1;0.46;0.4545;0.77;0.1045;9;292;301
6547;5/10/2011;4;0;10;8;0;3;1;1;0.52;0.5;0.63;0;26;441;467
6548;5/10/2011;4;0;10;9;0;3;1;1;0.54;0.5152;0.6;0.2985;32;187;219
6549;5/10/2011;4;0;10;10;0;3;1;1;0.56;0.5303;0.56;0.3881;30;103;133
6550;5/10/2011;4;0;10;11;0;3;1;1;0.6;0.6212;0.46;0.2836;32;138;170
6551;5/10/2011;4;0;10;12;0;3;1;1;0.62;0.6212;0.43;0.3284;34;180;214
6552;5/10/2011;4;0;10;13;0;3;1;1;0.64;0.6212;0.41;0.2239;30;189;219
6553;5/10/2011;4;0;10;14;0;3;1;1;0.64;0.6212;0.41;0.2836;34;156;190
6554;5/10/2011;4;0;10;15;0;3;1;1;0.64;0.6212;0.47;0.2836;35;147;182
6555;5/10/2011;4;0;10;16;0;3;1;1;0.64;0.6212;0.47;0.3284;37;245;282
6556;5/10/2011;4;0;10;17;0;3;1;1;0.64;0.6212;0.47;0.2537;66;525;591
6557;5/10/2011;4;0;10;18;0;3;1;1;0.6;0.6212;0.53;0.1642;57;536;593
6558;5/10/2011;4;0;10;19;0;3;1;1;0.58;0.5455;0.56;0.1343;40;334;374
6559;5/10/2011;4;0;10;20;0;3;1;1;0.52;0.5;0.77;0.1642;18;228;246
6560;5/10/2011;4;0;10;21;0;3;1;1;0.5;0.4848;0.82;0.1045;28;173;201
6561;5/10/2011;4;0;10;22;0;3;1;1;0.52;0.5;0.72;0;20;134;154
6562;5/10/2011;4;0;10;23;0;3;1;1;0.5;0.4848;0.77;0.1045;9;64;73
6563;6/10/2011;4;0;10;0;0;4;1;1;0.5;0.4848;0.72;0.194;6;34;40
6564;6/10/2011;4;0;10;1;0;4;1;1;0.48;0.4697;0.63;0.194;5;17;22
6565;6/10/2011;4;0;10;2;0;4;1;1;0.46;0.4545;0.67;0.194;2;8;10
6566;6/10/2011;4;0;10;3;0;4;1;1;0.44;0.4394;0.67;0.2239;1;4;5
6567;6/10/2011;4;0;10;4;0;4;1;1;0.44;0.4394;0.62;0.2836;0;5;5
6568;6/10/2011;4;0;10;5;0;4;1;1;0.42;0.4242;0.62;0.194;0;24;24
6569;6/10/2011;4;0;10;6;0;4;1;1;0.4;0.4091;0.66;0.194;4;110;114
6570;6/10/2011;4;0;10;7;0;4;1;1;0.42;0.4242;0.62;0.194;15;287;302
6571;6/10/2011;4;0;10;8;0;4;1;1;0.44;0.4394;0.62;0.1642;20;437;457
6572;6/10/2011;4;0;10;9;0;4;1;1;0.46;0.4545;0.63;0.194;20;188;208
6573;6/10/2011;4;0;10;10;0;4;1;1;0.52;0.5;0.52;0;24;105;129
6574;6/10/2011;4;0;10;11;0;4;1;1;0.54;0.5152;0.49;0;29;115;144
6575;6/10/2011;4;0;10;12;0;4;1;1;0.56;0.5303;0.49;0.0896;46;180;226
6576;6/10/2011;4;0;10;13;0;4;1;1;0.56;0.5303;0.46;0.0896;33;158;191
6577;6/10/2011;4;0;10;14;0;4;1;1;0.58;0.5455;0.43;0.0896;56;139;195
6578;6/10/2011;4;0;10;15;0;4;1;1;0.58;0.5455;0.46;0.1343;62;157;219
6579;6/10/2011;4;0;10;16;0;4;1;1;0.58;0.5455;0.49;0.194;51;272;323
6580;6/10/2011;4;0;10;17;0;4;1;1;0.56;0.5303;0.52;0.1343;63;505;568
6581;6/10/2011;4;0;10;18;0;4;1;1;0.54;0.5152;0.64;0.0896;59;479;538
6582;6/10/2011;4;0;10;19;0;4;1;1;0.52;0.5;0.59;0.1045;38;305;343
6583;6/10/2011;4;0;10;20;0;4;1;1;0.5;0.4848;0.77;0.1045;29;231;260
6584;6/10/2011;4;0;10;21;0;4;1;1;0.46;0.4545;0.88;0.0896;34;161;195
6585;6/10/2011;4;0;10;22;0;4;1;1;0.46;0.4545;0.82;0;24;124;148
6586;6/10/2011;4;0;10;23;0;4;1;1;0.44;0.4394;0.88;0.0896;18;81;99
6587;7/10/2011;4;0;10;0;0;5;1;1;0.44;0.4394;0.88;0;19;48;67
6588;7/10/2011;4;0;10;1;0;5;1;1;0.44;0.4394;0.88;0;3;25;28
6589;7/10/2011;4;0;10;2;0;5;1;1;0.42;0.4242;0.88;0;0;5;5
6590;7/10/2011;4;0;10;3;0;5;1;1;0.4;0.4091;0.87;0;1;9;10
6591;7/10/2011;4;0;10;4;0;5;1;1;0.4;0.4091;0.87;0.1045;0;5;5
6592;7/10/2011;4;0;10;5;0;5;1;1;0.42;0.4242;0.82;0;3;24;27
6593;7/10/2011;4;0;10;6;0;5;1;1;0.42;0.4242;0.88;0;3;84;87
6594;7/10/2011;4;0;10;7;0;5;1;1;0.42;0.4242;0.94;0;5;237;242
6595;7/10/2011;4;0;10;8;0;5;1;1;0.46;0.4545;0.82;0;31;386;417
6596;7/10/2011;4;0;10;9;0;5;1;1;0.48;0.4697;0.77;0;34;207;241
6597;7/10/2011;4;0;10;10;0;5;1;1;0.52;0.5;0.68;0.0896;48;126;174
6598;7/10/2011;4;0;10;11;0;5;1;1;0.56;0.5303;0.63;0;80;150;230
6599;7/10/2011;4;0;10;12;0;5;1;1;0.6;0.6212;0.53;0;61;174;235
6600;7/10/2011;4;0;10;13;0;5;1;1;0.6;0.6212;0.46;0;95;210;305
6601;7/10/2011;4;0;10;14;0;5;1;1;0.62;0.6212;0.5;0;77;179;256
6602;7/10/2011;4;0;10;15;0;5;1;1;0.66;0.6212;0.41;0;68;202;270
6603;7/10/2011;4;0;10;16;0;5;1;1;0.64;0.6212;0.44;0;73;346;419
6604;7/10/2011;4;0;10;17;0;5;1;1;0.6;0.6212;0.56;0.2537;101;462;563
6605;7/10/2011;4;0;10;18;0;5;1;1;0.56;0.5303;0.6;0.0896;94;371;465
6606;7/10/2011;4;0;10;19;0;5;1;1;0.56;0.5303;0.52;0;51;243;294
6607;7/10/2011;4;0;10;20;0;5;1;1;0.54;0.5152;0.49;0;30;167;197
6608;7/10/2011;4;0;10;21;0;5;1;1;0.5;0.4848;0.68;0;22;144;166
6609;7/10/2011;4;0;10;22;0;5;1;1;0.5;0.4848;0.68;0;27;119;146
6610;7/10/2011;4;0;10;23;0;5;1;1;0.5;0.4848;0.63;0;23;113;136
6611;8/10/2011;4;0;10;0;0;6;0;1;0.48;0.4697;0.72;0;17;72;89
6612;8/10/2011;4;0;10;1;0;6;0;1;0.46;0.4545;0.82;0;14;51;65
6613;8/10/2011;4;0;10;2;0;6;0;1;0.46;0.4545;0.82;0;4;41;45
6614;8/10/2011;4;0;10;3;0;6;0;1;0.44;0.4394;0.88;0;4;16;20
6615;8/10/2011;4;0;10;4;0;6;0;1;0.42;0.4242;0.94;0.1343;3;7;10
6616;8/10/2011;4;0;10;5;0;6;0;1;0.42;0.4242;0.88;0.1045;1;7;8
6617;8/10/2011;4;0;10;6;0;6;0;1;0.42;0.4242;0.94;0;6;16;22
6618;8/10/2011;4;0;10;7;0;6;0;1;0.42;0.4242;0.94;0.0896;27;46;73
6619;8/10/2011;4;0;10;8;0;6;0;1;0.46;0.4545;0.82;0;14;89;103
6620;8/10/2011;4;0;10;9;0;6;0;1;0.5;0.4848;0.77;0;54;163;217
6621;8/10/2011;4;0;10;10;0;6;0;1;0.52;0.5;0.77;0;120;217;337
6622;8/10/2011;4;0;10;11;0;6;0;1;0.58;0.5455;0.56;0;176;221;397
6623;8/10/2011;4;0;10;12;0;6;0;1;0.62;0.6212;0.35;0;191;255;446
6624;8/10/2011;4;0;10;13;0;6;0;1;0.62;0.6212;0.46;0.1045;256;229;485
6625;8/10/2011;4;0;10;14;0;6;0;1;0.62;0.6212;0.5;0.0896;251;214;465
6626;8/10/2011;4;0;10;15;0;6;0;1;0.66;0.6212;0.39;0;262;234;496
6627;8/10/2011;4;0;10;16;0;6;0;1;0.64;0.6212;0.44;0.0896;221;230;451
6628;8/10/2011;4;0;10;17;0;6;0;1;0.62;0.6212;0.5;0.1343;174;219;393
6629;8/10/2011;4;0;10;18;0;6;0;1;0.6;0.6212;0.46;0.1045;135;224;359
6630;8/10/2011;4;0;10;19;0;6;0;1;0.54;0.5152;0.68;0.1343;76;172;248
6631;8/10/2011;4;0;10;20;0;6;0;1;0.52;0.5;0.77;0.1045;78;124;202
6632;8/10/2011;4;0;10;21;0;6;0;1;0.52;0.5;0.77;0;54;133;187
6633;8/10/2011;4;0;10;22;0;6;0;1;0.5;0.4848;0.77;0;45;104;149
6634;8/10/2011;4;0;10;23;0;6;0;1;0.48;0.4697;0.88;0;52;90;142
6635;9/10/2011;4;0;10;0;0;0;0;1;0.46;0.4545;0.88;0.0896;46;83;129
6636;9/10/2011;4;0;10;1;0;0;0;1;0.46;0.4545;0.88;0;15;63;78
6637;9/10/2011;4;0;10;2;0;0;0;1;0.46;0.4545;0.88;0;20;35;55
6638;9/10/2011;4;0;10;3;0;0;0;1;0.44;0.4394;0.88;0;10;20;30
6639;9/10/2011;4;0;10;4;0;0;0;1;0.44;0.4394;0.88;0;7;7;14
6640;9/10/2011;4;0;10;5;0;0;0;1;0.44;0.4394;0.88;0;1;14;15
6641;9/10/2011;4;0;10;6;0;0;0;1;0.44;0.4394;0.88;0;7;14;21
6642;9/10/2011;4;0;10;7;0;0;0;1;0.44;0.4394;0.86;0;18;26;44
6643;9/10/2011;4;0;10;8;0;0;0;1;0.46;0.4545;0.88;0;25;82;107
6644;9/10/2011;4;0;10;9;0;0;0;1;0.5;0.4848;0.77;0;66;119;185
6645;9/10/2011;4;0;10;10;0;0;0;1;0.56;0.5303;0.68;0.0896;155;210;365
6646;9/10/2011;4;0;10;11;0;0;0;1;0.62;0.6212;0.53;0.0896;189;234;423
6647;9/10/2011;4;0;10;12;0;0;0;1;0.64;0.6212;0.44;0.0896;212;243;455
6648;9/10/2011;4;0;10;13;0;0;0;1;0.66;0.6212;0.44;0.0896;225;193;418
6649;9/10/2011;4;0;10;14;0;0;0;1;0.68;0.6364;0.47;0.1642;272;228;500
6650;9/10/2011;4;0;10;15;0;0;0;1;0.68;0.6364;0.51;0.1642;198;209;407
6651;9/10/2011;4;0;10;16;0;0;0;1;0.66;0.6212;0.5;0.1343;223;247;470
6652;9/10/2011;4;0;10;17;0;0;0;1;0.62;0.6061;0.61;0.1045;208;230;438
6653;9/10/2011;4;0;10;18;0;0;0;1;0.64;0.6212;0.5;0.1045;186;228;414
6654;9/10/2011;4;0;10;19;0;0;0;1;0.56;0.5303;0.73;0.0896;116;186;302
6655;9/10/2011;4;0;10;20;0;0;0;1;0.56;0.5303;0.73;0.1045;59;134;193
6656;9/10/2011;4;0;10;21;0;0;0;1;0.54;0.5152;0.83;0.1045;53;120;173
6657;9/10/2011;4;0;10;22;0;0;0;2;0.52;0.5;0.94;0;48;104;152
6658;9/10/2011;4;0;10;23;0;0;0;1;0.5;0.4848;0.88;0.1045;38;85;123
6659;10/10/2011;4;0;10;0;1;1;0;1;0.5;0.4848;0.94;0;11;42;53
6660;10/10/2011;4;0;10;1;1;1;0;1;0.48;0.4697;0.88;0;4;30;34
6661;10/10/2011;4;0;10;2;1;1;0;1;0.48;0.4697;0.88;0;4;15;19
6662;10/10/2011;4;0;10;3;1;1;0;1;0.46;0.4545;0.88;0;2;9;11
6663;10/10/2011;4;0;10;4;1;1;0;1;0.46;0.4545;0.94;0;2;4;6
6664;10/10/2011;4;0;10;5;1;1;0;1;0.46;0.4545;0.94;0;2;19;21
6665;10/10/2011;4;0;10;6;1;1;0;1;0.44;0.4394;0.94;0;5;39;44
6666;10/10/2011;4;0;10;7;1;1;0;1;0.46;0.4545;0.88;0;12;102;114
6667;10/10/2011;4;0;10;8;1;1;0;1;0.52;0.5;0.83;0;27;227;254
6668;10/10/2011;4;0;10;9;1;1;0;1;0.54;0.5152;0.77;0;58;161;219
6669;10/10/2011;4;0;10;10;1;1;0;1;0.56;0.5303;0.73;0.1642;107;158;265
6670;10/10/2011;4;0;10;11;1;1;0;1;0.62;0.6061;0.69;0.0896;139;183;322
6671;10/10/2011;4;0;10;12;1;1;0;2;0.7;0.6515;0.48;0.0896;164;201;365
6672;10/10/2011;4;0;10;13;1;1;0;1;0.72;0.6515;0.37;0;146;219;365
6673;10/10/2011;4;0;10;14;1;1;0;1;0.74;0.6515;0.37;0;147;223;370
6674;10/10/2011;4;0;10;15;1;1;0;2;0.72;0.6515;0.42;0.1045;130;254;384
6675;10/10/2011;4;0;10;16;1;1;0;2;0.7;0.6364;0.45;0.0896;154;248;402
6676;10/10/2011;4;0;10;17;1;1;0;2;0.66;0.6212;0.54;0.1045;125;334;459
6677;10/10/2011;4;0;10;18;1;1;0;2;0.64;0.6212;0.53;0;108;365;473
6678;10/10/2011;4;0;10;19;1;1;0;2;0.58;0.5455;0.78;0.0896;69;267;336
6679;10/10/2011;4;0;10;20;1;1;0;1;0.6;0.5909;0.73;0;37;188;225
6680;10/10/2011;4;0;10;21;1;1;0;1;0.56;0.5303;0.88;0.0896;27;148;175
6681;10/10/2011;4;0;10;22;1;1;0;1;0.56;0.5303;0.88;0.0896;22;104;126
6682;10/10/2011;4;0;10;23;1;1;0;2;0.54;0.5152;0.88;0.1045;12;63;75
6683;11/10/2011;4;0;10;0;0;2;1;2;0.54;0.5152;0.88;0;14;16;30
6684;11/10/2011;4;0;10;1;0;2;1;2;0.52;0.5;0.94;0.0896;2;9;11
6685;11/10/2011;4;0;10;2;0;2;1;2;0.52;0.5;0.94;0.1343;1;4;5
6686;11/10/2011;4;0;10;3;0;2;1;2;0.52;0.5;0.88;0.1045;2;1;3
6687;11/10/2011;4;0;10;4;0;2;1;2;0.52;0.5;0.88;0.1343;0;5;5
6688;11/10/2011;4;0;10;5;0;2;1;2;0.52;0.5;0.88;0;0;20;20
6689;11/10/2011;4;0;10;6;0;2;1;1;0.52;0.5;0.83;0.0896;9;114;123
6690;11/10/2011;4;0;10;7;0;2;1;2;0.52;0.5;0.88;0.0896;19;333;352
6691;11/10/2011;4;0;10;8;0;2;1;2;0.56;0.5303;0.83;0.1045;31;375;406
6692;11/10/2011;4;0;10;9;0;2;1;2;0.6;0.5909;0.69;0;40;195;235
6693;11/10/2011;4;0;10;10;0;2;1;2;0.6;0.5909;0.69;0.1343;38;111;149
6694;11/10/2011;4;0;10;11;0;2;1;2;0.6;0.5909;0.73;0.1642;31;92;123
6695;11/10/2011;4;0;10;12;0;2;1;2;0.6;0.5909;0.73;0.1642;51;130;181
6696;11/10/2011;4;0;10;13;0;2;1;2;0.6;0.5909;0.73;0.194;42;138;180
6697;11/10/2011;4;0;10;14;0;2;1;3;0.6;0.5909;0.73;0.1045;54;117;171
6698;11/10/2011;4;0;10;15;0;2;1;2;0.6;0.5758;0.78;0.1642;36;139;175
6699;11/10/2011;4;0;10;16;0;2;1;2;0.6;0.5909;0.73;0.1642;63;257;320
6700;11/10/2011;4;0;10;17;0;2;1;2;0.6;0.5758;0.78;0.2537;70;534;604
6701;11/10/2011;4;0;10;18;0;2;1;2;0.6;0.5758;0.78;0.2239;46;493;539
6702;11/10/2011;4;0;10;19;0;2;1;2;0.58;0.5455;0.83;0.2239;33;285;318
6703;11/10/2011;4;0;10;20;0;2;1;2;0.58;0.5455;0.83;0.2239;31;203;234
6704;11/10/2011;4;0;10;21;0;2;1;2;0.58;0.5455;0.78;0.194;17;158;175
6705;11/10/2011;4;0;10;22;0;2;1;2;0.56;0.5303;0.83;0.194;27;120;147
6706;11/10/2011;4;0;10;23;0;2;1;2;0.56;0.5303;0.83;0.2836;10;47;57
6707;12/10/2011;4;0;10;0;0;3;1;2;0.56;0.5303;0.83;0.1343;2;23;25
6708;12/10/2011;4;0;10;1;0;3;1;3;0.56;0.5303;0.83;0.1343;2;8;10
6709;12/10/2011;4;0;10;2;0;3;1;2;0.56;0.5303;0.83;0.2836;0;2;2
6710;12/10/2011;4;0;10;3;0;3;1;3;0.54;0.5152;0.94;0.2985;0;2;2
6711;12/10/2011;4;0;10;4;0;3;1;3;0.54;0.5152;0.94;0.3881;1;6;7
6712;12/10/2011;4;0;10;5;0;3;1;2;0.54;0.5152;0.88;0.3284;0;22;22
6713;12/10/2011;4;0;10;6;0;3;1;2;0.54;0.5152;0.88;0.2537;5;107;112
6714;12/10/2011;4;0;10;7;0;3;1;2;0.54;0.5152;0.88;0.3881;15;244;259
6715;12/10/2011;4;0;10;8;0;3;1;2;0.54;0.5152;0.88;0.3881;27;377;404
6716;12/10/2011;4;0;10;9;0;3;1;2;0.54;0.5152;0.88;0.4478;14;183;197
6717;12/10/2011;4;0;10;10;0;3;1;2;0.54;0.5152;0.88;0.3881;15;98;113
6718;12/10/2011;4;0;10;11;0;3;1;3;0.54;0.5152;0.94;0.3284;18;102;120
6719;12/10/2011;4;0;10;12;0;3;1;3;0.54;0.5152;0.88;0.3284;9;53;62
6720;12/10/2011;4;0;10;13;0;3;1;3;0.54;0.5152;0.88;0.2239;25;76;101
6721;12/10/2011;4;0;10;14;0;3;1;3;0.54;0.5152;0.94;0.2836;8;70;78
6722;12/10/2011;4;0;10;15;0;3;1;3;0.54;0.5152;0.94;0.2537;3;42;45
6723;12/10/2011;4;0;10;16;0;3;1;2;0.56;0.5303;0.88;0.2239;5;50;55
6724;12/10/2011;4;0;10;17;0;3;1;3;0.54;0.5152;0.94;0.2239;16;235;251
6725;12/10/2011;4;0;10;18;0;3;1;3;0.54;0.5152;0.94;0.1343;11;161;172
6726;12/10/2011;4;0;10;19;0;3;1;3;0.54;0.5152;0.94;0.1343;7;102;109
6727;12/10/2011;4;0;10;20;0;3;1;3;0.54;0.5152;0.94;0.1045;9;81;90
6728;12/10/2011;4;0;10;21;0;3;1;3;0.54;0.5152;1;0.1045;9;74;83
6729;12/10/2011;4;0;10;22;0;3;1;3;0.54;0.5152;0.94;0.0896;3;40;43
6730;12/10/2011;4;0;10;23;0;3;1;3;0.54;0.5152;0.94;0.0896;13;41;54
6731;13/10/2011;4;0;10;0;0;4;1;2;0.54;0.5152;0.94;0.1343;1;14;15
6732;13/10/2011;4;0;10;1;0;4;1;2;0.54;0.5152;0.94;0;3;9;12
6733;13/10/2011;4;0;10;2;0;4;1;2;0.54;0.5152;0.94;0;0;4;4
6734;13/10/2011;4;0;10;3;0;4;1;2;0.54;0.5152;1;0.194;2;4;6
6735;13/10/2011;4;0;10;4;0;4;1;2;0.54;0.5152;1;0.1045;2;5;7
6736;13/10/2011;4;0;10;5;0;4;1;2;0.54;0.5152;1;0.1045;1;16;17
